title,Number_of_tags,class_val
Muted Expectations for Yankees’ Phil Hughes and Ian Kennedy,4,0
Some Find Hope for a Shift in Drug Policy,5,0
"In Quest for Equal Rights, Muslim Women’s Meeting Turns to Islam’s Tenets",5,0
Industry Pitching Cellphones as a Teaching Tool,3,0
"Japan's Economy, The World's Second Largest, Plunges at Fastest Pace Since ’74",5,0
"As Data Collecting Grows, Privacy Erodes",5,0
Financial Journalists Fumble to Cover a Lasting Slump,7,0
Boston College Beats Duke For First Time Since 1985,4,0
North Korea to Press Ahead With Missile Launch,5,0
Obama Confronts a Choice on Copters,8,0
Obama Is Said to Drop Plan for ‘Car Czar’ to Fix Detroit,7,0
Pakistan and Taliban Appear Near Deal,8,0
Plan to Kill Lions to Protect Deer,4,0
Winslet and Cruise Star in a German Studio’s Latest Act,7,0
Tariff Protests in Eastern Port Rattle Kremlin,8,0
Carlos Slim Helú: The Reticent Media Baron,5,0
Zagat Helps Bring Ratings to Health Care,6,0
"Battling Knee Injury, Nadal Falls to Murray",8,0
Russian Musicians� Quest for Fans Abroad,6,0
Political Swing at Tennis Player Sours Dubai Tournament for All,5,0
Media Maelstrom Awaits Alex Rodriguez in Florida,5,0
States and Cities Angle for Stimulus Cash,8,0
U.S. Envoy Reaches Out to Iran in Afghan Visit,7,0
"N.B.A. Players Union Backs Tinsley, Possibly Setting Precedent",5,0
Matt Kenseth�s Victory Drought Ends in Rain at Daytona 500,4,0
What Convergence? TV’s Hesitant March to the Net,8,0
Final Round of Pebble Beach Pro-Am Is Delayed,5,0
Women’s Pro Cycling Teams Struggle for Recognition,3,0
Auto Crisis Adviser Is Called Pro-Labor Pragmatist,6,0
Shiseido Counts on Personal Touch in Hard Times,2,0
"Acquired in J. J. Putz Trade, Sean Green Also Seen as Valuable to Mets",3,0
Nervous? Deodorant Makers Have a Product for You,3,0
"In Pain and Joy of Envy, the Brain May Play a Role",3,0
Biotech Companies Claim Easing of Europe’s Crop Bans,4,0
Bombs Kill 8 in Baghdad as Shiite Pilgrims Return,4,0
"In a Bond Adviser�s Wake, Debt and I.R.S. Scrutiny",6,0
Boycott by Science Group Over Louisiana Law Seen as Door to Teaching Creationism,6,0
Leipheimer Cruises Into Tour of California Lead,3,0
California Lawmakers Struggle to Strike Budget Deal,5,0
"The Cellphone, Navigating Our Lives",3,0
Chinese Officials Say Tests Clear Formula Company,4,0
Cities and States Look to Travel Sites for Taxes,8,0
New Coach Expects Penguins to Make Up Ground at Full Speed,3,0
Economic Indexes Show Signs of a Slowing Decline,2,0
Detroit’s White-Collar Workers Face Bleak Future,7,0
Sirius XM’s Fate at Stake in a Radio Cliffhanger,3,0
Doping Rules Vague About New Medical Procedure,4,0
Facebook’s Users Ask Who Owns Their Information,4,0
"Judo Icon, a Fighter for Her Sport, Is Facing a New Battle",2,0
Filipino Veterans Benefit in Stimulus Bill,5,0
Origin Isn�t Known for a Fireball Seen in the Texas Sky,4,0
Trial Begins for Khmer Rouge Leader,8,0
G.M. Pushes Union for Concessions as Part of Restructuring,8,0
Financial Stocks Pull Down European Markets,1,0
A Big Wall Falls in China to Make Room for Mickey,6,0
"In a World Not Wholly Cooperative, Obama’s Top Economist Makes Do",4,0
"In Case Against Barry Bonds, One Count of Perjury Stands Out From Rest",7,0
"Revved Up, Japan Opens Camp for Baseball Classic",3,0
"Amid Scandals, Questions of Where the Pope’s Focus Lies",9,0
"As the Recession Waxes, Business Meetings Wane",7,0
"As the Recession Waxes, Business Meetings Wane",3,0
Rain Makes Dustin Johnson a Winner at Pebble Beach,2,0
Kansas in Budget Deadlock,2,0
"Massimino, an N.C.A.A. Winner, Becomes N.A.I.A. Success",4,0
BMW Cuts Jobs at Plant That Makes the Mini,3,0
"Pitt’s Blair Gives Up Inches, but Little Else, in Win Over No. 1 UConn",6,0
French and British Submarines Collide,6,0
Obama Gains Support From G.O.P. Governors,6,0
"Hunted by Puma, It Flees, but Against Fox, It Fights",2,0
Officials Set Timetable for Getting Particle Collider Back on Track,3,0
Omnifone Nears Broadband Music Service in Europe,8,0
That Perk in the Sky Has Defenders on the Ground,4,0
"Pakistan Makes a Taliban Truce, Creating a Haven",5,0
"Paper or Plastic? At One Show, the Latter Wins Big",5,0
Perseverance Is Paying Off for a Test of Relativity in Space,5,0
Phelps Will Not Face Charges After Photograph,2,0
New Procedure Uses Athletes’ Own Blood to Treat Injuries,6,0
‘Silicon Valley Index’ Shows Signs of Weakening,4,0
Revelations by Senator Are Raising Concerns,1,0
Astros� Hampton Leaves Camp to Undergo Heart Procedure,3,0
"Saying Small Nations Count, Czechs Seek an Obama Visit",6,0
Re-evaluation of National Security Ordered,6,0
Australians Rage Against Arson Suspect,4,0
Some LG Cellphones to Use Microsoft System,3,0
"For the Spring’s Biggest Event, It’s Regrets Only",4,0
Taliban Commander’s Death Ends an Embarrassment for Afghanistan,5,0
"YES Pulls the Plug, Temporarily, on a Yankees Star",3,0
Macquarie Island Shows Consequences of Cat Eradication,4,0
Path That Worked for Pettitte May Not Work for Rodriguez,4,0
"With Shahar Peer Barred, Tennis Channel Won�t Show Dubai Event",4,0
No. 7 Blue Devils Top No. 13 Lady Vols in Knoxville,3,0
Young Japanese Player Has Rock-Star Look and Golf-Star Game,2,0
Sudan and Darfur Rebel Group Agree to Peace Talks,6,0
Investigations Into Senator Burris of Illinois Are Begun,5,0
Two N.H.L. Youngsters Are Giving Islanders a Reason to Hope,2,0
3 Lawmakers Will Return Money Tied to Lobbyist,6,0
2nd Trial Begins in Plot to Bomb Flights to U.S.,8,0
A Painful Departure for G.M. Brands,7,0
The Body as Billboard: Your Ad Here,5,0
"After Awkward Pause, Alex Rodriguez Thanks Teammates",4,0
"After Stimulus Package, Pentagon Officials Are Preparing to Pare Back",4,0
"As Beltrán Speaks, Mets Watch Alex Rodriguez",4,0
"As Team Looks On, Rodriguez Details His Use of Steroids",4,0
"At Trial, a Plea for Rights of a Khmer Prison Official",6,0
Automakers Seek $14 Billion More in Aid,7,0
Bank Asks Offshore Clients to Sign Tax Forms,4,0
Bank’s Madoff Settlement Fails to Please Investors,4,0
Beijing Investigates Transplants for Tourists,4,0
Bonds Judge Wants to Question Anderson,3,0
"California, Almost Broke, Nears Brink",4,0
Cigna to Stop Using Flawed Insurance Database,5,0
Clinton Offers Words of Reassurance While in Japan,4,0
Currency Issues Hurt European Economies,8,0
Daimler Is Latest Carmaker to Report a Loss,4,0
Death Toll in Australian Fires Rises to 200,4,0
Minister Quits at Bad Time for Japan’s Economy,4,0
Invest Another $100 in Madoff (Hammer Included),3,0
Texas Financial Firm Accused of Fraud,6,0
Gunfire Rattles Capital of Equatorial Guinea,2,0
Back Injury Forces Federer to Pull Out of Davis Cup Matches Against U.S.,3,0
Iraq Says It Is Interrogating 4 Men Returned by U.S. From Guantánamo Prison,5,0
Italy Finds Lawyer Guilty of Taking a Bribe in Exchange for Protecting the Premier,6,0
Robinson’s 32 Help Knicks End Losing Streak,3,0
Floyd Landis Is on Road Again but Detours From Attention,3,0
"Egypt’s Critics Have a Voice, but Never the Last Word",3,0
NATO Cautions Pakistan Over Talks with the Taliban,7,0
New Reactors Must Handle Plane Strike,4,0
Aides Say No Pardon for Libby Irked Cheney,4,0
Rodriguez’s Timeline Reveals Inconsistencies,2,0
Obama’s War on Terror May Resemble Bush’s in Some Areas,9,0
Pettitte Meets Prosecutors in Clemens Inquiry,4,0
Alex Rodriguez Has Chance to Speak Out Against Steroids,2,0
P.C. Richard Takes On the New Jersey Turnpike,7,0
"Sri Lankan War Nears End, but Peace Remains Distant",4,0
"Starbucks Coffee, Now in Instant",4,0
Transcript of Alex Rodriguez’s Press Conference,0,0
Turbines on the Tundra,6,0
Alex Rodriguez�s Effort Was as Painful to Watch as to Hear,3,0
"Acting as ‘Car Czar,’ Obama Faces Challenges",5,0
"With Four More Months to Switch, Hundreds of Television Stations Are All Digital",3,0
"In Wyoming, Debate Rages Over Elk Feeding Program",3,0
18 People Rescued After Civilian Helicopter Goes Down Off the Coast of Scotland,3,0
Obama Housing Plan Tries to Slow Downward Spiral,4,0
5 Newspapers in Northeast to Share Content,7,0
$8 Million Award in First Solo Tobacco Trial,6,0
A New BlackBerry Curve Loaded With Features,4,0
Outsourcing of Drug Trials Is Faulted,6,0
Geico’s Lizard Offers a New Message of Reassurance,5,0
Alcatel Chief Tries to Paint a Rosy Picture,5,0
Appeals Court Stops Release of 17 Detainees in U.S.,4,0
"As Others Fled Venezuela, Stanford Saw a Chance",4,0
Bankruptcy Could Be More Costly,5,0
Burris Gives a Defense and Appeals for Support,4,0
China Adds to Security Forces in Tibet Amid Calls for a Boycott,6,0
Congressman Says Israeli Men’s Player Will Receive Visa to Play in Dubai,5,0
Declaration of Independence by the Yankees’ Captain,5,0
"As Rodriguez Went Pro, His Teammate Went to College",4,0
Coosh Headphones Are Meant to Stay Put,4,0
Drug Tie Seen to Protests in Mexico,4,0
E.P.A. Expected to Regulate Carbon Dioxide and Other Heat-Trapping Gases,5,0
Economy Hits Hard on Black Campuses,3,0
"Egyptian Political Dissident, Imprisoned for Years, Is Suddenly Released",4,0
"As Some Businesses Dig In, the Venturesome Set Out",2,0
Facebook Backtracks on Use Terms,4,0
"Armed With Little but Resolve, and Defending a Hollowed Village",4,0
"For Beckham and M.L.S., Breaking Up Is Hard to Do",7,0
"For British Rider, Being Realist Is a Sure Thing",3,0
"G.E.’s Chief, Jeffrey Immelt, Declines ’08 Bonus",3,0
G.M. Says New Loan Would Save It,5,0
"Goodyear Plans 5,000 Job Cuts This Year",2,0
Harvard Slows Its Growth in a Boston Neighborhood,3,0
Hewlett-Packard’s Profit Declines 13%,2,0
Study Shows Sharp Rise in Latino Federal Convicts,5,0
India Opens High-Level Inquiry in Fraud Case,2,0
M.L.B. Investigators Seek Meeting With Rodriguez,3,0
Israel Puts Cpl. Shalit’s Release on Table in Gaza Talks,15,0
Italian Opposition Leader Says He Failed,5,0
"Kathleen Sebelius, Kansas Governor, Seen as Top Choice in Health and Human Services Post",6,0
D-Link Offers a Way to Keep an Eye on the House,4,0
Los Angeles Tar Yields Mammoth’s Skeleton,3,0
Markets Finish Little Changed Despite Housing Reports,1,0
Bond Insurer to Spin Off Municipal Unit,6,0
MBIA Splits Off Its Municipal Bond Business,4,0
Modifying Mortgages Can Be Tricky,3,0
New Lessons for the Army on Iraq Duty,4,0
Official Resists Effort to Tame Raucous Race,5,0
"Selling Stimulus, Obama Tours Battleground States",3,0
Pakistani Reporter Is Killed After Rally for Taliban Truce,5,0
Lebanese in Shock Over Arrest of an Accused Spy,5,0
P1 Pico Projector Stands Out From a Small Crowd,2,0
Deere�s Quarter Reflects Construction Slowdown,2,0
"Ad Revenue Down, CBS Posts Profit Drop of 52%",2,0
Spirited Rangers Gain a Much-Needed Victory,4,0
Shea Rests in Pieces as Last Section Is Torn Down,4,0
"Reyes and Castillo: Reordered, but Still the Mets’ Men in the Middle",4,0
Robinson and Lee Show Knicks They’re Needed,5,0
Russia Opens LNG Plant to Supply Asia With Fuel,6,0
A Salute to Coach K for Restoring U.S. as Basketball’s Best,4,0
It Can Be a Circus Under the Yankees’ Big Tent,4,0
S.E.C. Fines Didn’t Avert Stanford Group Case,6,0
Study Calls for Oversight of Forensics in Crime Labs,4,0
Zimbabwe Opposition Figure to Be Tried for Terrorism,5,0
Ex-Grace Officials on Trial in Asbestos Poisoning,6,0
U.S. Begins Third Effort to Convict 6 in Terror Case,3,0
Walt Disney Plans to Lay Off Workers,3,0
Stimulus Tour Takes Obama to New Blue States,5,0
Bonus Cuts Hurting More Than Top Wall Streeters,5,0
Wife of Barry Bonds�s Ex-Trainer Backed Out of Deal to Cooperate,4,0
"Without Ramírez, Dodgers Enter Season With Unfinished Business",3,0
No. 1 Connecticut Cruises to Victory Over Providence,3,0
Yahoo Shows Search Ads With Images and Video,5,0
16 Held in Coup Effort in Equatorial Guinea,3,0
"Nestlé Pushes a Lifestyle, and a  Cup of Coffee",3,0
"As Leipheimer Coasts at Tour of California, Armstrong Is Part of the Pack",4,0
"Manuel Addresses Mets, Putting Focus on the Future",6,0
"As Trial Begins, Cheers Greet Iraqi Who Threw Shoes at Bush",6,0
Bank of Japan Steps Up Effort to Ease Credit,4,0
Charities Now Seek Bankruptcy Protection,4,0
"Boy, 9, Enters a Guilty Plea in 2 Killings in Arizona",3,0
"On Separate Trips, Kerry and 2 U.S. Representatives Visit Gaza",5,0
Crop Scientists Say Biotechnology Seed Companies Are Thwarting Research,4,0
Nation’s Longest Winning Streak on the Line for Trinity’s Squash Team,5,0
"Despite Kyrgyz Vote to Close U.S. Base, Gates Explores Options to Keep It Open",9,0
"F.B.I. Finds Stanford, Missing Financier, in Virginia",4,0
Work From Stimulus Package to Add Some Speed to Trains,2,0
"New Stage for Japan’s Rising Pitching Star, Yu Darvish",5,0
Sprint Nextel’s Earnings Fall as It Loses Customers,4,0
Geronimo’s Heirs Sue Secret Yale Society Over His Skull,7,0
Guilty Pleas in Inquiry of Stryker’s Marketing,3,0
Health Care Industry in Talks to Shape Policy,4,0
"Hormel Earnings, Led by Spam, Beat Expectations",2,0
"In Budget Deal, California Shuts $41 Billion Gap",2,0
Iran Has More Enriched Uranium Than Thought,6,0
"Its Muscle Car Glory Faded, Pontiac Shrivels Up",4,0
Japan’s Ruling Party Finds Itself in a Tight Spot,4,0
Judge Tosses Key Evidence Against Bonds,7,0
Knicks Acquire Hughes and Wilcox in Deadline Deals,2,0
Kyrgyzstan to Give U.S. 6 Months to Leave Base,4,0
"Lending Locked, U.S. Tries Trillion-Dollar Key",6,0
Lawmakers Seek to Return Right to Sue Device Makers ,8,0
"Reality TV Star, Jade Goody, Prepares to Die in Spotlight",4,0
"Duke Halts Brief Skid, Defeating St. John’s",10,0
"On the Ice, the Toughest Job That No One Notices",3,0
Netanyahu Gains in Bid to Be Israeli Premier,4,0
No Joy in Cricketville; Mighty Texan Struck Out,4,0
"Obama Bans Gimmicks, and Deficit Will Rise",4,0
Obama Makes Overtures to Canada’s Leader,5,0
The Political Stakes Are High as U.S. Counts Noses,7,0
Playboy Says It Is Open to Sale of Business,4,0
Stimulus Bill’s Benefits to Small Business Are Hard to Figure Out,4,0
Rare Centrist in State Senate Used Power to Shape Budget,3,0
Regulators Take Over Stanford’s Antiguan Bank,3,0
"G.O.P. Now Praises Parts of Stimulus Plan, Which It Opposed",3,0
Revenue Drops as Sprint Nextel Loses Subscribers,3,0
Russia Reopens Case of Murdered Journalist,4,0
E.W. Scripps Reports a Loss and Will Cut Salaries,3,0
Security Budget Shows Soaring Olympic Costs,4,0
Southwest Air to Begin Flying From Boston,3,0
Stimulus Plan Ensures Boom Sector: Oversight,5,0
"Ohio State Tackle Gets N.F.L.’s Attention, in Wrong Way",5,0
Texas Judge May Lose Job Over Appeal in Death Case,6,0
"In Mexia, Tex., Roots of Stanford Financial Empire",4,0
The Times Company Suspends Its Dividend,3,0
Trial of Iraqi ‘Shoe-Thrower’ Is Adjourned,4,0
U.A.E. Issues Visa to Israel’s Andy Ram to Play in Dubai,4,0
"Bernie Williams, a Revered Yankee, Looks Back and Ahead",5,0
6 Governors May Reject Portions of Stimulus,9,0
U.S. Ski Jumper Lindsey Van Wins First Women�s World Title,5,0
"Anglo American Cuts 19,000 Jobs",4,0
"Back in America, Westchester Cup Revives a Polo Rivalry",3,0
Bank Worries Keep Pulling Markets Back,5,0
Stimulus Says ‘Buy America.’ Good Luck With That.,4,0
Case Against Ex-Leader Stirs Unease in Taiwan,3,0
More Customers Give Up the Cellphone Contract,3,0
Chicago Links Street Cameras to Its 911 Network,7,0
Chinese Officials Protest Sinking of Cargo Ship by Russians,3,0
"Diamond Sales, and Prices, Plunge in Downturn",4,0
Balancing Needles and Cigars,4,0
Sports Museum of America Is Set to Close,7,0
Florida Leader Wants U.S. Money to Fill Budget Gap,4,0
The Flyers’ Icebreaker: A Boisterous Game of Soccer,4,0
Fraud Case Shakes a Billionaire’s Caribbean Realm,5,0
Government Offers Look at Nation’s Immigrants,3,0
Governments Deal New Blow to Drought-Stricken California Farmers,6,0
Growing Worry on Rescue Takes a Toll on Banks,4,0
Endowment Director Is on Harvard’s Hot Seat,4,0
Illinois Governor Urges Senator to Quit and Calls for a Law on Special Elections,5,0
China Goes on a Commodities Shopping Spree,2,0
"In Parched Argentina, Worries Over Economy Grow",6,0
Judge Guilty in Kickbacks Is Accused of Fixing Suit,6,0
Knicks Top the Raptors for a Feel-Good Victory,6,0
Levi Leipheimer Inches Closer to Tour of California Title,6,0
Madoff Never Made Supposed Investments,3,0
Massachusetts Ponders Gas Tax Increase,4,0
Columbia Moves a Game Behind First Place in the Ivy,10,0
Mets� Batting Drill Is Test for Brain and Body,8,0
Netanyahu to Form New Israel Government,4,0
"Netanyahu, Once Hawkish, Now Touts Pragmatism",8,0
Obama Tells Mayors to Spend Wisely,0,0
Foreign Investors Wary of Long-Term U.S. Securities,3,0
Utah State Keeps Winning With Little Fanfare,6,0
Energy Costs Push Up Consumer Prices in January,4,0
"In One Church, Confession Makes a Comeback",3,0
Pakistan Bombing Kills More Than 30,4,0
Penney’s Results Reflect Drop in Consumer Spending,5,0
"Pentagon Report Finds Guantánamo Humane, but Suggests More Human Contact",7,0
The Budget Crisis May Yield Sea Change in Election Politics,6,0
Prosecutors in Bonds�s Perjury Case May Appeal Judge�s Ruling,8,0
Rebels Raid Sri Lankan Capital,1,0
Ceremony to Name Court for Carril Is Also a Sad Reminder,5,0
Clinton Redefines Approach to Being Secretary of State,6,0
The Braves Sign Glavine to a One-Year Contract,8,0
Saab Moves to Separate Itself From G.M.,5,0
Saab in Bankruptcy Filing; G.M. Seeks More Aid,5,0
San Francisco Identifies Buildings Most at Risk,3,0
"After Fleeing North Korea, an Artist Parodies Its Propaganda",4,0
"Rhoden: In Detroit and Oakland, Coaches Combat the Culture of Losing",9,0
Telling Twins Apart Takes New Meaning in Berlin  Heist,4,0
Wal-Mart Settles Lawsuit Claiming Discrimination,4,0
Want to Run  New York City Marathon? Get Out Your Checkbook,7,0
Latvia’s Government Falls on Economic Toll,7,0
